time, cluster_id, x, y, z 
1444157048.925034, 5923, 87.52114868164062, 103.00189208984375, 0.0
1444157049.005652, 5923, 87.5362777709961, 102.99314880371094, 0.0
1444157049.085461, 5923, 87.55120849609375, 102.98749542236328, 0.0
1444157049.165424, 5923, 87.56084442138672, 102.98514556884766, 0.0
1444157049.245465, 5923, 87.5602035522461, 102.97940826416016, 0.0
1444157049.32616, 5923, 87.56749725341797, 102.9776840209961, 0.0
1444157049.408844, 5923, 87.57445526123047, 102.97664642333984, 0.0
1444157049.488252, 5923, 87.5774917602539, 102.97553253173828, 0.0
1444157049.565653, 5923, 87.57909393310547, 102.97640991210938, 0.0
1444157049.645821, 5923, 87.57758331298828, 102.97264099121094, 0.0
1444157049.725919, 5923, 87.57653045654297, 102.97119140625, 0.0
1444157049.766036, 5923, 87.50849151611328, 103.01226043701172, 0.0
1444157049.846067, 5923, 87.52477264404297, 103.00159454345703, 0.0
1444157049.926576, 5923, 87.5452651977539, 102.99090576171875, 0.0
1444157050.006483, 5923, 87.55342864990234, 102.98574829101562, 0.0
1444157050.086354, 5923, 87.49359130859375, 103.0238037109375, 0.0
1444157050.126342, 5923, 87.51993560791016, 103.00980377197266, 0.0
1444157050.206886, 5923, 87.53768920898438, 102.99575805664062, 0.0
1444157050.286812, 5923, 87.44860076904297, 103.04520416259766, 0.0
1444157050.367074, 5923, 87.4886703491211, 103.0274429321289, 0.0
1444157050.407731, 5923, 87.4531021118164, 103.04853820800781, 0.0
1444157050.449803, 5923, 87.48443603515625, 103.02936553955078, 0.0
1444157050.52807, 5923, 87.50579833984375, 103.01220703125, 0.0
1444157050.568252, 5923, 87.53221893310547, 102.98926544189453, 0.0
1444157050.61129, 5923, 87.54962921142578, 102.98269653320312, 0.0
1444157050.691769, 5923, 87.56123352050781, 102.9775390625, 0.0
1444157050.889255, 5743, 94.21133422851562, 101.39574432373047, 0.0
1444157050.969767, 5743, 94.21047973632812, 101.39402770996094, 0.0
1444157051.010252, 5743, 94.21090698242188, 101.3945083618164, 0.0
1444157051.049939, 5743, 94.20794677734375, 101.39887237548828, 0.0
1444157051.090139, 5743, 94.20822143554688, 101.3884506225586, 0.0
1444157051.130227, 5743, 94.20883178710938, 101.38971710205078, 0.0
1444157051.170382, 5743, 94.2073745727539, 101.4063491821289, 0.0
1444157051.211404, 5743, 94.22068786621094, 101.39287567138672, 0.0
1444157051.250739, 5743, 94.21388244628906, 101.41132354736328, 0.0
1444157051.290917, 5743, 94.21531677246094, 101.40824127197266, 0.0
1444157051.331169, 5743, 94.21353912353516, 101.39048767089844, 0.0
1444157051.37147, 5743, 94.21005249023438, 101.39360046386719, 0.0
1444157051.411629, 5743, 94.21591186523438, 101.39810943603516, 0.0
1444157051.451625, 5743, 94.21015930175781, 101.39984893798828, 0.0
1444157051.531901, 5743, 94.21512603759766, 101.387939453125, 0.0
1444157051.572324, 5743, 94.2121353149414, 101.39318084716797, 0.0
1444157051.615112, 5743, 94.21437072753906, 101.39427185058594, 0.0
1444157051.692713, 5743, 94.2133560180664, 101.39569091796875, 0.0
1444157051.732934, 5743, 94.21784973144531, 101.39794921875, 0.0
1444157051.773193, 5743, 94.2151107788086, 101.3982925415039, 0.0
1444157051.853413, 5743, 94.21147918701172, 101.39787292480469, 0.0
1444157050.889255, 5921, 88.55229187011719, 102.57642364501953, 0.0
1444157050.969767, 5921, 88.5660400390625, 102.57796478271484, 0.0
1444157051.010252, 5921, 88.56329345703125, 102.57524108886719, 0.0
1444157051.049939, 5921, 88.55101776123047, 102.57701110839844, 0.0
1444157051.090139, 5921, 88.54853057861328, 102.5774154663086, 0.0
1444157051.130227, 5921, 88.55238342285156, 102.57732391357422, 0.0
1444157051.170382, 5921, 88.55752563476562, 102.57522583007812, 0.0
1444157051.211404, 5921, 88.55291748046875, 102.57372283935547, 0.0
1444157051.933819, 5743, 94.20968627929688, 101.39747619628906, 0.0
1444157051.97408, 5743, 94.20968627929688, 101.39847564697266, 0.0
1444157052.014342, 5743, 94.21148681640625, 101.39854431152344, 0.0
1444157052.057537, 5743, 94.2108383178711, 101.4117660522461, 0.0
1444157052.094963, 5743, 94.2082748413086, 101.40782928466797, 0.0
1444157052.135248, 5743, 94.21389770507812, 101.40230560302734, 0.0
1444157052.178444, 5743, 94.20768737792969, 101.41539001464844, 0.0
1444157052.257521, 5743, 94.21389770507812, 101.39464569091797, 0.0
1444157052.295336, 5743, 94.20757293701172, 101.41178894042969, 0.0
1444157052.335487, 5743, 94.21636962890625, 101.3939437866211, 0.0
1444157052.37572, 5743, 94.21320343017578, 101.38994598388672, 0.0
1444157052.455999, 5743, 94.2073974609375, 101.3880615234375, 0.0
1444157052.496016, 5743, 94.20023345947266, 101.40831756591797, 0.0
1444157052.536165, 5743, 94.19597625732422, 101.42172241210938, 0.0
1444157052.616668, 5743, 94.19355773925781, 101.39840698242188, 0.0
1444157052.656381, 5743, 94.1910629272461, 101.41676330566406, 0.0
1444157052.699569, 5743, 94.21389770507812, 101.37837219238281, 0.0
1444157052.736542, 5743, 94.21186828613281, 101.3842544555664, 0.0
1444157052.776571, 5743, 94.2184829711914, 101.37598419189453, 0.0
1444157052.856801, 5743, 94.20826721191406, 101.40039825439453, 0.0
1444157052.896793, 5743, 94.2010269165039, 101.39370727539062, 0.0
1444157052.936956, 5663, 98.13562774658203, 100.42012786865234, 0.0
1444157052.977739, 5663, 98.13223266601562, 100.43280792236328, 0.0
1444157053.020599, 5663, 98.14469146728516, 100.40625, 0.0
1444157053.057784, 5663, 98.1399154663086, 100.41719818115234, 0.0
1444157053.137117, 5663, 98.13716125488281, 100.42503356933594, 0.0
1444157053.21826, 5663, 98.13475799560547, 100.40595245361328, 0.0
1444157053.297635, 5663, 98.14733123779297, 100.39839935302734, 0.0
1444157053.377563, 5663, 98.13951873779297, 100.39149475097656, 0.0
1444157053.457897, 5663, 98.13847351074219, 100.39710998535156, 0.0
1444157053.578101, 5663, 98.12728881835938, 100.4024658203125, 0.0
1444157053.640957, 5663, 98.12651824951172, 100.40949249267578, 0.0
1444157053.698492, 5663, 98.11756134033203, 100.4144515991211, 0.0
1444157053.778756, 5663, 98.11583709716797, 100.4223403930664, 0.0
1444157053.859105, 5663, 98.12889862060547, 100.41133117675781, 0.0
1444157052.936956, 5743, 94.21831512451172, 101.36101531982422, 0.0
1444157052.977739, 5743, 94.23421478271484, 101.33381652832031, 0.0
1444157053.020599, 5743, 94.24393463134766, 101.3271484375, 0.0
1444157053.057784, 5743, 94.24859619140625, 101.3118896484375, 0.0
1444157053.137117, 5743, 94.25684356689453, 101.2901840209961, 0.0
1444157053.21826, 5743, 94.2693099975586, 101.26715087890625, 0.0
1444157053.297635, 5743, 94.27810668945312, 101.25440216064453, 0.0
1444157052.936956, 5764, 94.8608627319336, 100.98871612548828, 0.0
1444157052.977739, 5764, 94.8694839477539, 100.98420715332031, 0.0
1444157053.020599, 5764, 94.85652923583984, 100.9867172241211, 0.0
1444157053.057784, 5764, 94.85704803466797, 100.99141693115234, 0.0
1444157053.137117, 5764, 94.83185577392578, 100.99691772460938, 0.0
1444157053.21826, 5764, 94.9780502319336, 100.95529174804688, 0.0
1444157053.297635, 5764, 95.0118408203125, 100.94405364990234, 0.0
1444157053.377563, 5764, 95.06102752685547, 100.92325592041016, 0.0
1444157053.457897, 5764, 95.07752227783203, 100.91985321044922, 0.0
1444157053.578101, 5764, 95.11840057373047, 100.90560150146484, 0.0
1444157053.640957, 5764, 95.17225646972656, 100.8922119140625, 0.0
1444157053.698492, 5764, 95.19163513183594, 100.88557434082031, 0.0
1444157053.859105, 5921, 88.56322479248047, 102.55323028564453, 0.0
1444157053.939723, 5663, 98.14013671875, 100.39266204833984, 0.0
1444157054.020256, 5663, 98.12982940673828, 100.46150207519531, 0.0
1444157054.502472, 5663, 98.126953125, 100.401611328125, 0.0
1444157054.585937, 5663, 98.14750671386719, 100.39468383789062, 0.0
1444157054.603196, 5663, 98.1535873413086, 100.38970184326172, 0.0
1444157054.624055, 5663, 98.14361572265625, 100.41803741455078, 0.0
1444157054.643467, 5663, 98.13917541503906, 100.43596649169922, 0.0
1444157054.683664, 5663, 98.16409301757812, 100.39576721191406, 0.0
1444157054.723871, 5663, 98.18367767333984, 100.37007904052734, 0.0
1444157054.76382, 5663, 98.20133972167969, 100.32878875732422, 0.0
1444157054.844319, 5663, 98.21207427978516, 100.29901123046875, 0.0
1444157054.884358, 5663, 98.21397399902344, 100.26370239257812, 0.0
1444157053.939723, 5921, 88.5588150024414, 102.55095672607422, 0.0
1444157054.020256, 5921, 88.56256103515625, 102.55951690673828, 0.0
1444157054.140514, 5921, 88.57010650634766, 102.56600952148438, 0.0
1444157054.683664, 5921, 88.5296630859375, 102.58480072021484, 0.0
1444157054.723871, 5921, 88.57428741455078, 102.56022644042969, 0.0
1444157054.76382, 5921, 88.57113647460938, 102.56018829345703, 0.0
1444157054.844319, 5921, 88.55558776855469, 102.56138610839844, 0.0
1444157054.884358, 5921, 88.5535888671875, 102.56387329101562, 0.0
1444157053.939723, 6035, 102.4052505493164, 102.80476379394531, 0.0
1444157054.020256, 6035, 102.5049057006836, 102.74591064453125, 0.0
1444157054.585937, 6035, 103.0735092163086, 102.51590728759766, 0.0
1444157054.603196, 6035, 103.14954376220703, 102.52462005615234, 0.0
1444157054.624055, 6035, 103.19612121582031, 102.53426361083984, 0.0
1444157054.643467, 6035, 103.22838592529297, 102.52044677734375, 0.0
1444157054.683664, 6035, 103.2617416381836, 102.49919128417969, 0.0
1444157054.723871, 6035, 103.31547546386719, 102.5136947631836, 0.0
1444157054.76382, 6035, 103.3606185913086, 102.49198913574219, 0.0
1444157054.844319, 6035, 103.44407653808594, 102.50472259521484, 0.0
1444157054.884358, 6035, 103.49236297607422, 102.4465560913086, 0.0
1444157053.939723, 6047, 113.39047241210938, 103.89751434326172, 0.0
1444157054.020256, 6047, 113.36812591552734, 103.9780502319336, 0.0
1444157054.140514, 6047, 113.3297119140625, 104.08992004394531, 0.0
1444157054.180807, 6047, 113.31982421875, 104.1553726196289, 0.0
1444157054.221099, 6047, 113.30859375, 104.19793701171875, 0.0
1444157054.261157, 6047, 113.30563354492188, 104.23646545410156, 0.0
1444157054.281181, 6047, 113.29779815673828, 104.2601318359375, 0.0
1444157054.301389, 6047, 113.2867202758789, 104.27366638183594, 0.0
1444157054.381938, 6047, 113.2651596069336, 104.33740234375, 0.0
1444157054.422258, 6047, 113.25769805908203, 104.38135528564453, 0.0
1444157054.502472, 6047, 113.2441635131836, 104.44344329833984, 0.0
1444157054.585937, 6047, 113.2427749633789, 104.50624084472656, 0.0
1444157054.603196, 6047, 113.23712921142578, 104.54248046875, 0.0
1444157054.624055, 6047, 113.23834228515625, 104.5738525390625, 0.0
1444157054.643467, 6047, 113.24132537841797, 104.5927505493164, 0.0
1444157054.683664, 6047, 113.23986053466797, 104.63191223144531, 0.0
1444157054.723871, 6047, 113.2476806640625, 104.71173858642578, 0.0
1444157054.76382, 6047, 113.25287628173828, 104.74935150146484, 0.0
1444157054.844319, 6047, 113.24542999267578, 104.80957794189453, 0.0
1444157054.884358, 6047, 113.23912811279297, 104.85369110107422, 0.0
1444157053.939723, 6048, 103.35552978515625, 105.79536437988281, 0.0
1444157054.020256, 6048, 103.35929107666016, 105.79666900634766, 0.0
1444157054.140514, 6048, 103.35673522949219, 105.79234313964844, 0.0
1444157054.180807, 6048, 103.35963439941406, 105.79907989501953, 0.0
1444157054.221099, 6048, 103.35777282714844, 105.7933349609375, 0.0
1444157054.261157, 6048, 103.35822296142578, 105.79600524902344, 0.0
1444157054.281181, 6048, 103.35885620117188, 105.80140686035156, 0.0
1444157054.301389, 6048, 103.35708618164062, 105.79256439208984, 0.0
1444157054.844319, 6048, 103.35514068603516, 105.79192352294922, 0.0
1444157054.884358, 6048, 103.353759765625, 105.78346252441406, 0.0
1444157054.924339, 5663, 98.21317291259766, 100.23127746582031, 0.0
1444157054.964741, 5663, 98.2112045288086, 100.19965362548828, 0.0
1444157055.004719, 5663, 98.21256256103516, 100.20716857910156, 0.0
1444157054.924339, 5686, 97.50550079345703, 99.51786804199219, 0.0
1444157054.964741, 5686, 97.50396728515625, 99.51994323730469, 0.0
1444157055.004719, 5686, 97.50434112548828, 99.52227020263672, 0.0
1444157055.044852, 5686, 97.48789978027344, 99.51026916503906, 0.0
1444157055.084886, 5686, 97.4809341430664, 99.5037841796875, 0.0
1444157055.125212, 5686, 97.50980377197266, 99.52774810791016, 0.0
1444157055.165567, 5686, 97.5095443725586, 99.52885437011719, 0.0
1444157055.205389, 5686, 97.47457122802734, 99.49800109863281, 0.0
1444157055.245642, 5686, 97.44200134277344, 99.47303009033203, 0.0
1444157055.28587, 5686, 97.42068481445312, 99.45528411865234, 0.0
1444157055.32603, 5686, 97.40097045898438, 99.43309783935547, 0.0
1444157055.406469, 5686, 97.3995590209961, 99.43539428710938, 0.0
1444157055.486608, 5686, 97.38460540771484, 99.41267395019531, 0.0
1444157055.566852, 5686, 97.35781860351562, 99.35356140136719, 0.0
1444157055.647298, 5686, 97.34769439697266, 99.31733703613281, 0.0
1444157055.727661, 5686, 97.3450698852539, 99.28843688964844, 0.0
1444157055.808967, 5686, 97.34044647216797, 99.26151275634766, 0.0
1444157055.205389, 5743, 94.16899871826172, 101.51101684570312, 0.0
1444157055.245642, 5743, 94.15682983398438, 101.53960418701172, 0.0
1444157055.28587, 5743, 94.15062713623047, 101.55111694335938, 0.0
1444157055.32603, 5743, 94.14987182617188, 101.55630493164062, 0.0
1444157055.406469, 5743, 94.1581802368164, 101.5258560180664, 0.0
1444157055.486608, 5743, 94.18307495117188, 101.46733093261719, 0.0
1444157055.566852, 5743, 94.19367980957031, 101.44194030761719, 0.0
1444157055.647298, 5743, 94.24002838134766, 101.38740539550781, 0.0
1444157055.727661, 5743, 94.27178955078125, 101.35855102539062, 0.0
1444157055.808967, 5743, 94.24998474121094, 101.37334442138672, 0.0
1444157055.808967, 5764, 94.89300537109375, 100.97266387939453, 0.0
1444157054.924339, 5921, 88.57071685791016, 102.55843353271484, 0.0
1444157054.964741, 5921, 88.5619888305664, 102.5622787475586, 0.0
1444157055.004719, 5921, 88.54483795166016, 102.5711441040039, 0.0
1444157055.044852, 5921, 88.55101013183594, 102.57318115234375, 0.0
1444157055.084886, 5921, 88.56021881103516, 102.57516479492188, 0.0
1444157055.125212, 5921, 88.5616226196289, 102.57483673095703, 0.0
1444157055.32603, 5921, 88.55323791503906, 102.57342529296875, 0.0
1444157055.486608, 5921, 88.54423522949219, 102.5693359375, 0.0
1444157055.727661, 5921, 88.53428649902344, 102.57698059082031, 0.0
1444157055.808967, 5921, 88.53117370605469, 102.58053588867188, 0.0
1444157054.924339, 6035, 103.55232238769531, 102.43394470214844, 0.0
1444157054.964741, 6035, 103.607666015625, 102.43083953857422, 0.0
1444157055.004719, 6035, 103.65930938720703, 102.4249496459961, 0.0
1444157055.044852, 6035, 103.67927551269531, 102.29938507080078, 0.0
1444157055.084886, 6035, 103.72850799560547, 102.2702407836914, 0.0
1444157055.125212, 6035, 103.76976013183594, 102.24166107177734, 0.0
1444157055.165567, 6035, 103.82056427001953, 102.23355102539062, 0.0
1444157055.205389, 6035, 103.86885070800781, 102.13663482666016, 0.0
1444157055.245642, 6035, 103.9159164428711, 102.12578582763672, 0.0
1444157055.28587, 6035, 103.96845245361328, 102.16041564941406, 0.0
1444157055.32603, 6035, 104.01121520996094, 102.15338897705078, 0.0
1444157055.406469, 6035, 104.07682800292969, 102.1527328491211, 0.0
1444157055.486608, 6035, 104.15250396728516, 102.13214874267578, 0.0
1444157055.566852, 6035, 104.24498748779297, 102.1370849609375, 0.0
1444157055.647298, 6035, 104.33392333984375, 102.12700653076172, 0.0
1444157055.727661, 6035, 104.42841339111328, 102.1087646484375, 0.0
1444157055.808967, 6035, 104.52666473388672, 102.09224700927734, 0.0
1444157054.924339, 6047, 113.2309799194336, 104.8958969116211, 0.0
1444157054.964741, 6047, 113.22599792480469, 104.94654083251953, 0.0
1444157055.004719, 6047, 113.22399139404297, 104.99397277832031, 0.0
1444157055.044852, 6047, 113.20941925048828, 105.03309631347656, 0.0
1444157055.084886, 6047, 113.20543670654297, 105.0735092163086, 0.0
1444157055.125212, 6047, 113.19388580322266, 105.11079406738281, 0.0
1444157055.165567, 6047, 113.17476654052734, 105.15572357177734, 0.0
1444157055.205389, 6047, 113.15614318847656, 105.1965103149414, 0.0
1444157055.245642, 6047, 113.14791107177734, 105.25250244140625, 0.0
1444157055.28587, 6047, 113.15296936035156, 105.31227111816406, 0.0
1444157055.32603, 6047, 113.15496063232422, 105.364990234375, 0.0
1444157055.406469, 6047, 113.15626525878906, 105.44001007080078, 0.0
1444157055.486608, 6047, 113.145263671875, 105.50007629394531, 0.0
1444157055.566852, 6047, 113.12947082519531, 105.58245849609375, 0.0
1444157055.647298, 6047, 113.12908935546875, 105.6656265258789, 0.0
1444157055.727661, 6047, 113.15152740478516, 105.77721405029297, 0.0
1444157055.808967, 6047, 113.16814422607422, 105.87905883789062, 0.0
1444157054.964741, 6048, 103.35729217529297, 105.7879867553711, 0.0
1444157056.655202, 5663, 98.02159118652344, 100.5478744506836, 0.0
1444157056.812806, 5663, 98.07232666015625, 100.56884002685547, 0.0
1444157055.88857, 5743, 94.23587799072266, 101.38243103027344, 0.0
1444157055.969934, 5743, 94.22745513916016, 101.38967895507812, 0.0
1444157056.049855, 5743, 94.22584533691406, 101.40390014648438, 0.0
1444157056.129932, 5743, 94.21747589111328, 101.40254211425781, 0.0
